log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L006763,S0193,J002,0.768,1.18,4,0.0,0.768,4.18
L006764,S0199,J048,0.3129,-1.17,7,2.1,0.3129,1.83
L006765,S0265,J046,0.9141,2.5,6,2.2,0.9141,5.5
L006766,S0003,J023,0.1893,-1.43,7,1.5,0.1893,1.57
L006767,S0057,J049,0.636,0.85,2,1.4,0.636,3.85
L006768,S0128,J012,0.388,-1.08,3,1.7,0.388,1.92
L006769,S0058,J009,0.5078,-0.43,3,1.8,0.5078,2.57
L006770,S0178,J010,0.6993,0.61,5,1.8,0.6993,3.61
L006771,S0175,J041,0.3501,-1.11,6,0.7,0.3501,1.89
L006772,S0190,J014,0.0303,-2.34,7,0.0,0.0303,0.6600000000000001
L006773,S0068,J042,0.6278,0.69,6,2.1,0.6278,3.69
L006774,S0239,J027,0.3868,-0.72,7,1.1,0.3868,2.2800000000000002
L006775,S0155,J028,0.7191,1.34,4,1.8,0.7191,4.34
L006776,S0103,J006,0.8915,1.95,5,1.4,0.8915,4.95
L006777,S0052,J000,0.1156,-2.13,2,2.6,0.1156,0.8700000000000001
L006778,S0126,J032,0.6427,0.25,4,1.6,0.6427,3.25
L006779,S0188,J011,0.0792,-2.73,5,1.4,0.0792,0.27
L006780,S0041,J024,0.2087,-1.09,7,1.5,0.2087,1.91
L006781,S0049,J018,0.3899,-0.63,7,0.2,0.3899,2.37
L006782,S0246,J035,0.2766,-1.49,6,2.7,0.2766,1.51
L006783,S0059,J037,0.4016,-0.75,8,1.5,0.4016,2.25
L006784,S0170,J003,0.7271,1.51,3,3.0,0.7271,4.51
L006785,S0150,J014,0.2016,-1.29,7,1.4,0.2016,1.71
L006786,S0271,J002,0.442,-0.77,2,2.2,0.442,2.23
L006787,S0083,J040,0.3204,-1.05,5,0.9,0.3204,1.95
L006788,S0201,J031,0.4315,-0.25,5,1.9,0.4315,2.75
L006789,S0217,J000,0.2592,-1.63,7,0.7,0.2592,1.37
L006790,S0121,J007,0.5123,0.07,3,2.1,0.5123,3.07
L006791,S0277,J048,0.5311,-0.08,7,0.0,0.5311,2.92
L006792,S0237,J005,0.3016,-1.0,4,1.6,0.3016,2.0
L006793,S0116,J021,0.0,-3.4,3,2.9,0.0,-0.3999999999999999
L006794,S0098,J033,0.6107,0.68,3,0.9,0.6107,3.68
L006795,S0274,J034,0.4367,-0.09,7,0.6,0.4367,2.91
L006796,S0169,J000,0.779,1.24,3,2.1,0.779,4.24
L006797,S0184,J008,0.4091,-0.09,4,3.3,0.4091,2.91
L006798,S0061,J040,0.5633,0.76,2,1.2,0.5633,3.76
L006799,S0294,J032,0.3918,-0.51,8,0.3,0.3918,2.49
L006800,S0291,J044,0.2157,-1.37,3,3.0,0.2157,1.63
L006801,S0272,J001,0.5226,0.08,8,0.2,0.5226,3.08
L006802,S0269,J042,0.9949,2.8,6,0.0,0.9949,5.8
L006803,S0010,J040,0.4581,-0.37,6,1.1,0.4581,2.63
L006804,S0094,J005,0.4295,-0.28,2,1.8,0.4295,2.7199999999999998
L006805,S0038,J045,0.1804,-1.73,4,1.1,0.1804,1.27
L006806,S0013,J000,0.293,-1.18,8,1.1,0.293,1.82
L006807,S0140,J049,0.7752,1.65,6,0.7,0.7752,4.65
L006808,S0138,J027,0.1708,-1.37,5,1.3,0.1708,1.63
L006809,S0255,J042,0.5046,-0.1,4,1.3,0.5046,2.9
L006810,S0151,J017,0.4044,-1.21,3,0.2,0.4044,1.79
L006811,S0287,J003,0.5698,0.55,3,2.1,0.5698,3.55
L006812,S0278,J001,0.3031,-0.69,8,2.0,0.3031,2.31
L006813,S0213,J012,0.3319,-0.9,3,2.0,0.3319,2.1
L006814,S0069,J000,0.5222,0.29,4,1.6,0.5222,3.29
L006815,S0000,J028,0.799,1.9,2,0.0,0.799,4.9
L006816,S0135,J029,0.329,-1.03,5,0.4,0.329,1.97
L006817,S0063,J011,0.0242,-2.5,3,0.3,0.0242,0.5
L006818,S0072,J016,0.5467,0.29,3,2.8,0.5467,3.29
L006819,S0270,J035,0.6668,0.88,4,1.7,0.6668,3.88
L006820,S0245,J005,0.2492,-1.43,7,2.0,0.2492,1.57
L006821,S0284,J031,0.1734,-1.45,3,0.0,0.1734,1.55
L006822,S0020,J036,0.7018,0.95,3,0.9,0.7018,3.95
L006823,S0119,J018,0.0895,-2.16,5,1.1,0.0895,0.8399999999999999
L006824,S0000,J031,0.5792,0.7,2,0.0,0.5792,3.7
L006825,S0043,J034,0.5122,-0.05,4,1.9,0.5122,2.95
L006826,S0148,J021,0.4718,-0.43,4,1.4,0.4718,2.57
L006827,S0184,J013,0.5136,0.01,4,3.3,0.5136,3.01
L006828,S0231,J038,0.7333,0.94,6,1.0,0.7333,3.94
L006829,S0147,J014,0.0457,-2.64,7,0.0,0.0457,0.3599999999999999
L006830,S0086,J039,0.3716,-0.87,4,2.7,0.3716,2.13
L006831,S0284,J048,0.2408,-1.45,3,0.0,0.2408,1.55
L006832,S0135,J038,0.5847,0.37,5,0.4,0.5847,3.37
L006833,S0164,J008,0.5426,0.35,2,2.0,0.5426,3.35
L006834,S0276,J045,0.3829,-0.68,3,1.5,0.3829,2.32
L006835,S0092,J017,0.1229,-2.35,2,2.4,0.1229,0.6499999999999999
L006836,S0098,J047,0.5245,-0.32,3,0.9,0.5245,2.68
L006837,S0180,J029,0.5145,0.48,3,1.0,0.5145,3.48
L006838,S0132,J012,0.5982,0.22,8,1.5,0.5982,3.22
L006839,S0107,J014,0.1021,-2.25,2,1.3,0.1021,0.75
L006840,S0295,J011,0.4776,-0.72,8,2.5,0.4776,2.2800000000000002
L006841,S0052,J014,0.0,-3.83,2,2.6,0.0,-0.8300000000000001
L006842,S0033,J013,0.2276,-1.33,3,1.8,0.2276,1.67
L006843,S0134,J003,0.7622,1.66,2,0.0,0.7622,4.66
L006844,S0121,J046,0.5211,0.37,3,2.1,0.5211,3.37
L006845,S0271,J031,0.4245,-0.87,2,2.2,0.4245,2.13
L006846,S0168,J040,0.6924,1.04,7,1.3,0.6924,4.04
L006847,S0093,J021,0.2984,-0.97,8,1.2,0.2984,2.0300000000000002
L006848,S0172,J045,0.2063,-1.41,5,0.5,0.2063,1.59
L006849,S0027,J007,0.5472,0.29,6,1.3,0.5472,3.29
L006850,S0133,J001,0.3741,-0.71,6,2.7,0.3741,2.29
L006851,S0060,J039,0.2568,-1.49,7,1.6,0.2568,1.51
L006852,S0296,J010,0.4037,-0.25,7,0.9,0.4037,2.75
L006853,S0000,J029,0.6919,0.8,2,0.0,0.6919,3.8
L006854,S0209,J003,0.8026,1.14,8,1.6,0.8026,4.14
L006855,S0043,J038,0.567,0.85,4,1.9,0.567,3.85
L006856,S0065,J041,0.7589,1.34,7,1.3,0.7589,4.34
L006857,S0255,J015,0.3904,-0.8,4,1.3,0.3904,2.2
L006858,S0029,J043,0.3254,-0.29,5,3.5,0.3254,2.71
L006859,S0098,J025,0.5165,0.38,3,0.9,0.5165,3.38
L006860,S0202,J038,0.5662,0.16,4,2.1,0.5662,3.16
L006861,S0107,J045,0.2963,-1.05,2,1.3,0.2963,1.95
L006862,S0011,J015,0.5983,0.29,8,1.5,0.5983,3.29
L006863,S0093,J005,0.5804,0.13,8,1.2,0.5804,3.13
L006864,S0006,J012,0.2804,-1.16,7,2.5,0.2804,1.84
L006865,S0031,J007,0.4273,-0.55,3,2.7,0.4273,2.45
L006866,S0072,J038,0.654,0.89,3,2.8,0.654,3.89
L006867,S0251,J038,0.9505,2.17,4,1.5,0.9505,5.17
L006868,S0149,J010,0.3496,-0.07,5,0.7,0.3496,2.93
L006869,S0025,J036,0.7479,1.32,7,1.9,0.7479,4.32
L006870,S0204,J012,0.4433,-0.36,6,1.9,0.4433,2.64
L006871,S0205,J049,0.9023,2.54,6,2.0,0.9023,5.54
L006872,S0118,J041,0.3791,-0.93,4,0.0,0.3791,2.07
L006873,S0168,J044,0.3891,-0.16,7,1.3,0.3891,2.84
L006874,S0232,J027,0.4664,-0.23,3,2.1,0.4664,2.77
L006875,S0021,J015,0.5255,0.29,5,0.8,0.5255,3.29
L006876,S0126,J001,0.3167,-0.75,4,1.6,0.3167,2.25
L006877,S0087,J046,0.7235,1.03,3,1.3,0.7235,4.03
L006878,S0046,J023,0.5057,0.0,7,1.3,0.5057,3.0
L006879,S0094,J012,0.4268,-0.08,2,1.8,0.4268,2.92
L006880,S0126,J000,0.39,-0.25,4,1.6,0.39,2.75
L006881,S0173,J009,0.4759,-0.19,5,0.8,0.4759,2.81
L006882,S0255,J043,0.146,-1.8,4,1.3,0.146,1.2
L006883,S0223,J046,0.6139,0.42,8,0.1,0.6139,3.42
L006884,S0034,J043,0.3635,-0.71,5,1.6,0.3635,2.29
L006885,S0036,J013,0.4874,-0.14,2,1.4,0.4874,2.86
L006886,S0273,J035,0.4586,-0.09,4,1.0,0.4586,2.91
L006887,S0071,J031,0.4722,-0.17,5,2.5,0.4722,2.83
L006888,S0240,J044,0.3209,-0.7,4,1.5,0.3209,2.3
L006889,S0148,J011,0.4976,-0.13,4,1.4,0.4976,2.87
L006890,S0106,J008,0.3441,-1.02,4,0.8,0.3441,1.98
L006891,S0024,J017,0.3633,-0.76,7,0.7,0.3633,2.24
L006892,S0265,J012,0.7391,1.1,6,2.2,0.7391,4.1
L006893,S0119,J016,0.2144,-1.26,5,1.1,0.2144,1.74
L006894,S0192,J017,0.7379,1.05,5,0.1,0.7379,4.05
L006895,S0258,J044,0.2607,-1.62,5,0.0,0.2607,1.38
L006896,S0240,J027,0.424,-0.2,4,1.5,0.424,2.8
L006897,S0176,J031,0.7703,1.34,7,0.4,0.7703,4.34
L006898,S0178,J010,0.5809,0.61,5,1.8,0.5809,3.61
L006899,S0171,J029,0.4486,-0.5,8,3.1,0.4486,2.5
L006900,S0110,J027,0.6802,0.8,3,1.4,0.6802,3.8
L006901,S0010,J002,0.3658,-0.87,6,1.1,0.3658,2.13
L006902,S0269,J001,0.6763,1.3,6,0.0,0.6763,4.3
L006903,S0281,J004,0.3416,-1.45,3,0.0,0.3416,1.55
L006904,S0118,J038,0.5167,0.57,4,0.0,0.5167,3.57
L006905,S0099,J004,0.8794,2.01,5,1.3,0.8794,5.01
L006906,S0202,J018,0.2851,-1.34,4,2.1,0.2851,1.66
L006907,S0068,J031,0.4426,-0.41,6,2.1,0.4426,2.59
L006908,S0007,J001,0.5027,-0.13,8,1.7,0.5027,2.87
L006909,S0026,J007,0.5916,0.3,7,0.5,0.5916,3.3
L006910,S0000,J049,0.8485,2.1,2,0.0,0.8485,5.1
L006911,S0006,J035,0.3294,-0.66,7,2.5,0.3294,2.34
L006912,S0074,J024,0.3886,-0.74,8,2.3,0.3886,2.26
L006913,S0073,J042,0.9025,2.28,3,1.9,0.9025,5.279999999999999
L006914,S0034,J038,0.743,1.39,5,1.6,0.743,4.39
L006915,S0232,J045,0.3893,-0.53,3,2.1,0.3893,2.4699999999999998
L006916,S0095,J029,0.4303,-0.77,7,0.7,0.4303,2.23
L006917,S0154,J041,0.4042,-0.25,6,1.8,0.4042,2.75
L006918,S0243,J034,0.4727,-0.08,5,2.0,0.4727,2.92
L006919,S0067,J008,0.3942,-0.87,3,1.5,0.3942,2.13
L006920,S0286,J011,0.254,-1.23,8,0.6,0.254,1.77
L006921,S0045,J005,0.5461,-0.28,4,1.4,0.5461,2.7199999999999998
L006922,S0265,J002,0.7384,1.2,6,2.2,0.7384,4.2
L006923,S0118,J035,0.4991,-0.43,4,0.0,0.4991,2.57
L006924,S0151,J028,0.522,-0.01,3,0.2,0.522,2.99
L006925,S0109,J042,0.7507,1.43,2,2.6,0.7507,4.43
L006926,S0105,J030,0.4204,-0.3,5,0.0,0.4204,2.7
L006927,S0167,J025,0.5292,0.18,7,2.3,0.5292,3.18
L006928,S0046,J023,0.5507,0.0,7,1.3,0.5507,3.0
L006929,S0090,J042,0.6913,1.19,2,1.6,0.6913,4.1899999999999995
L006930,S0036,J024,0.4189,-0.24,2,1.4,0.4189,2.76
L006931,S0219,J033,0.7158,1.2,2,1.1,0.7158,4.2
L006932,S0248,J032,0.5793,0.32,7,1.2,0.5793,3.32
L006933,S0008,J037,0.6937,1.0,2,1.1,0.6937,4.0
L006934,S0088,J032,0.3075,-1.06,4,0.6,0.3075,1.94
L006935,S0288,J042,0.6826,1.46,7,1.0,0.6826,4.46
L006936,S0228,J019,0.6495,1.28,5,0.9,0.6495,4.28
L006937,S0141,J040,0.4651,0.02,3,0.8,0.4651,3.02
L006938,S0206,J031,0.633,0.42,2,1.1,0.633,3.42
L006939,S0122,J048,0.3561,-0.46,3,1.9,0.3561,2.54
L006940,S0141,J040,0.4817,0.02,3,0.8,0.4817,3.02
L006941,S0205,J029,0.7609,1.24,6,2.0,0.7609,4.24
L006942,S0040,J001,0.3594,-0.51,5,1.0,0.3594,2.49
L006943,S0094,J032,0.6791,0.52,2,1.8,0.6791,3.52
L006944,S0273,J027,0.3243,-0.69,4,1.0,0.3243,2.31
L006945,S0202,J015,0.2295,-0.94,4,2.1,0.2295,2.06
L006946,S0160,J019,0.588,1.05,2,1.5,0.588,4.05
L006947,S0207,J000,0.4651,-0.19,5,0.6,0.4651,2.81
L006948,S0274,J013,0.3246,-0.89,7,0.6,0.3246,2.11
L006949,S0079,J006,0.5964,0.6,8,1.9,0.5964,3.6
L006950,S0043,J039,0.3249,-0.95,4,1.9,0.3249,2.05
L006951,S0154,J029,0.3878,-0.15,6,1.8,0.3878,2.85
L006952,S0293,J036,0.586,0.52,6,1.8,0.586,3.52
L006953,S0112,J008,0.3857,-0.94,2,1.5,0.3857,2.06
L006954,S0040,J036,0.643,0.49,5,1.0,0.643,3.49
L006955,S0088,J005,0.1949,-1.86,4,0.6,0.1949,1.14
L006956,S0069,J014,0.2772,-1.41,4,1.6,0.2772,1.59
L006957,S0261,J028,0.9493,2.37,2,1.7,0.9493,5.37
L006958,S0205,J003,0.9503,2.54,6,2.0,0.9503,5.54
L006959,S0261,J003,1.0,2.57,2,1.7,1.0,5.57
L006960,S0112,J045,0.3491,-1.04,2,1.5,0.3491,1.96
L006961,S0157,J028,0.6506,1.12,2,2.2,0.6506,4.12
L006962,S0055,J038,0.7366,0.88,8,2.6,0.7366,3.88
L006963,S0139,J044,0.1803,-2.15,5,0.3,0.1803,0.8500000000000001
L006964,S0088,J001,0.0836,-2.06,4,0.6,0.0836,0.94
L006965,S0230,J016,0.4054,-0.4,7,0.9,0.4054,2.6
L006966,S0252,J020,0.305,-1.44,3,1.0,0.305,1.56
L006967,S0059,J023,0.5615,0.35,8,1.5,0.5615,3.35
L006968,S0160,J049,0.7791,1.75,2,1.5,0.7791,4.75
L006969,S0016,J001,0.1407,-2.02,4,0.7,0.1407,0.98
L006970,S0133,J001,0.4324,-0.71,6,2.7,0.4324,2.29
L006971,S0009,J034,0.3507,-0.64,8,1.9,0.3507,2.36
L006972,S0234,J008,0.2405,-1.06,4,2.9,0.2405,1.94
L006973,S0097,J045,0.4994,-0.03,5,1.5,0.4994,2.97
L006974,S0126,J005,0.4011,-0.55,4,1.6,0.4011,2.45
L006975,S0207,J020,0.6266,0.71,5,0.6,0.6266,3.71
L006976,S0201,J003,0.6912,1.15,5,1.9,0.6912,4.15
L006977,S0234,J000,0.4407,-0.66,4,2.9,0.4407,2.34
L006978,S0294,J016,0.383,-0.21,8,0.3,0.383,2.79
L006979,S0245,J043,0.1949,-1.83,7,2.0,0.1949,1.17
L006980,S0175,J003,0.5713,0.29,6,0.7,0.5713,3.29
L006981,S0289,J021,0.0758,-2.67,2,1.8,0.0758,0.33000000000000007
L006982,S0280,J012,0.4788,0.04,7,1.3,0.4788,3.04
L006983,S0134,J042,0.691,1.36,2,0.0,0.691,4.36
L006984,S0115,J042,0.747,1.56,8,1.5,0.747,4.5600000000000005
L006985,S0212,J009,0.4826,-0.32,5,1.5,0.4826,2.68
L006986,S0037,J029,0.315,-0.85,7,2.7,0.315,2.15
L006987,S0201,J035,0.5548,0.25,5,1.9,0.5548,3.25
L006988,S0187,J021,0.2833,-1.33,2,1.1,0.2833,1.67
L006989,S0133,J010,0.4845,-0.31,6,2.7,0.4845,2.69
L006990,S0141,J006,0.6691,1.02,3,0.8,0.6691,4.02
L006991,S0202,J020,0.442,-0.34,4,2.1,0.442,2.66
L006992,S0216,J001,0.5032,-0.39,8,2.5,0.5032,2.61
L006993,S0074,J022,0.4763,-0.34,8,2.3,0.4763,2.66
L006994,S0195,J005,0.4172,-0.3,8,2.6,0.4172,2.7
L006995,S0222,J034,0.566,0.33,4,1.2,0.566,3.33
L006996,S0106,J039,0.3005,-1.02,4,0.8,0.3005,1.98
L006997,S0156,J025,0.4128,-0.05,5,0.4,0.4128,2.95
L006998,S0200,J019,0.6467,0.72,7,0.8,0.6467,3.7199999999999998
L006999,S0098,J015,0.5803,0.38,3,0.9,0.5803,3.38
L007000,S0183,J006,0.9396,2.3,2,0.8,0.9396,5.3
L007001,S0292,J041,0.5006,-0.34,3,1.3,0.5006,2.66
L007002,S0069,J015,0.6758,0.59,4,1.6,0.6758,3.59
L007003,S0218,J031,0.4106,-0.4,6,2.8,0.4106,2.6
L007004,S0107,J047,0.3932,-0.95,2,1.3,0.3932,2.05
L007005,S0105,J008,0.5143,0.4,5,0.0,0.5143,3.4
L007006,S0234,J028,0.5582,0.44,4,2.9,0.5582,3.44
L007007,S0207,J012,0.505,-0.29,5,0.6,0.505,2.71
L007008,S0221,J019,0.6602,1.22,5,1.6,0.6602,4.22
L007009,S0133,J049,0.6094,1.09,6,2.7,0.6094,4.09
L007010,S0047,J045,0.4204,-0.32,4,0.6,0.4204,2.68
L007011,S0264,J002,0.4115,-0.17,4,3.1,0.4115,2.83
L007012,S0051,J019,0.3808,-0.43,7,1.7,0.3808,2.57
L007013,S0249,J002,0.4394,-0.18,8,1.8,0.4394,2.82
L007014,S0045,J020,0.6104,0.92,4,1.4,0.6104,3.92
L007015,S0025,J020,0.8763,1.72,7,1.9,0.8763,4.72
L007016,S0143,J037,0.2885,-0.68,8,2.9,0.2885,2.32
L007017,S0086,J006,0.6956,1.03,4,2.7,0.6956,4.03
L007018,S0059,J040,0.5439,0.15,8,1.5,0.5439,3.15
L007019,S0011,J032,0.6407,0.49,8,1.5,0.6407,3.49
L007020,S0137,J000,0.4569,-0.37,4,1.2,0.4569,2.63
L007021,S0273,J015,0.3928,-0.19,4,1.0,0.3928,2.81
L007022,S0106,J023,0.5411,0.08,4,0.8,0.5411,3.08
L007023,S0133,J039,0.3526,-0.61,6,2.7,0.3526,2.39
L007024,S0223,J002,0.4166,-0.88,8,0.1,0.4166,2.12
L007025,S0294,J016,0.5805,-0.21,8,0.3,0.5805,2.79
L007026,S0185,J048,0.5358,0.29,5,1.7,0.5358,3.29
L007027,S0182,J047,0.4787,-0.25,8,0.9,0.4787,2.75
L007028,S0160,J010,0.5991,0.35,2,1.5,0.5991,3.35
L007029,S0115,J030,0.4507,-0.54,8,1.5,0.4507,2.46
L007030,S0097,J013,0.5404,0.17,5,1.5,0.5404,3.17
L007031,S0016,J039,0.2051,-1.92,4,0.7,0.2051,1.08
L007032,S0080,J036,0.6056,0.44,7,0.6,0.6056,3.44
L007033,S0253,J014,0.2866,-1.58,6,2.8,0.2866,1.42
L007034,S0220,J010,0.5827,0.55,8,2.3,0.5827,3.55
L007035,S0167,J003,0.665,1.18,7,2.3,0.665,4.18
L007036,S0095,J003,0.5453,0.53,7,0.7,0.5453,3.5300000000000002
L007037,S0052,J032,0.1906,-1.63,2,2.6,0.1906,1.37
L007038,S0100,J045,0.3895,-0.36,5,1.4,0.3895,2.64
L007039,S0021,J027,0.5121,-0.21,5,0.8,0.5121,2.79
L007040,S0287,J009,0.3389,-0.75,3,2.1,0.3389,2.25
L007041,S0006,J014,0.01,-2.76,7,2.5,0.01,0.2400000000000002
L007042,S0292,J035,0.5382,0.16,3,1.3,0.5382,3.16
L007043,S0176,J021,0.5581,0.04,7,0.4,0.5581,3.04
L007044,S0127,J048,0.6555,0.54,2,2.3,0.6555,3.54
L007045,S0078,J020,0.6171,0.96,6,2.0,0.6171,3.96
L007046,S0255,J031,0.3699,-1.2,4,1.3,0.3699,1.8
L007047,S0097,J036,0.6245,0.97,5,1.5,0.6245,3.9699999999999998
L007048,S0215,J011,0.3615,-0.89,6,2.7,0.3615,2.11
L007049,S0288,J023,0.7021,1.16,7,1.0,0.7021,4.16
L007050,S0245,J033,0.4155,-0.53,7,2.0,0.4155,2.4699999999999998
L007051,S0278,J008,0.5161,-0.59,8,2.0,0.5161,2.41
L007052,S0041,J027,0.3041,-0.89,7,1.5,0.3041,2.11
L007053,S0160,J012,0.5793,0.35,2,1.5,0.5793,3.35
L007054,S0022,J032,0.2991,-1.12,4,1.1,0.2991,1.88
L007055,S0267,J044,0.372,-0.8,6,1.1,0.372,2.2
L007056,S0141,J029,0.3776,-0.48,3,0.8,0.3776,2.52
L007057,S0214,J044,0.1903,-1.9,2,2.0,0.1903,1.1
L007058,S0258,J013,0.2325,-1.22,5,0.0,0.2325,1.78
L007059,S0146,J034,0.3325,-0.9,7,0.6,0.3325,2.1
L007060,S0005,J030,0.1962,-1.54,8,2.3,0.1962,1.46
L007061,S0026,J004,0.3595,-0.4,7,0.5,0.3595,2.6
L007062,S0029,J023,0.6466,1.11,5,3.5,0.6466,4.11
L007063,S0282,J042,0.7491,1.33,8,0.7,0.7491,4.33
L007064,S0014,J046,0.801,1.3,6,2.1,0.801,4.3
L007065,S0287,J033,0.4206,-0.15,3,2.1,0.4206,2.85
L007066,S0150,J022,0.5592,0.41,7,1.4,0.5592,3.41
L007067,S0190,J002,0.3801,-0.64,7,0.0,0.3801,2.36
L007068,S0027,J046,0.6255,0.59,6,1.3,0.6255,3.59
L007069,S0127,J001,0.5535,0.14,2,2.3,0.5535,3.14
L007070,S0229,J013,0.414,-0.61,5,1.7,0.414,2.39
L007071,S0077,J040,0.6442,0.77,7,2.0,0.6442,3.77
L007072,S0136,J021,0.1927,-1.61,8,0.6,0.1927,1.39
L007073,S0096,J024,0.3163,-1.65,4,1.9,0.3163,1.35
L007074,S0247,J031,0.0604,-1.79,5,2.7,0.0604,1.21
L007075,S0246,J018,0.0948,-1.99,6,2.7,0.0948,1.01
L007076,S0158,J030,0.3394,-1.17,8,0.9,0.3394,1.83
L007077,S0199,J037,0.202,-1.47,7,2.1,0.202,1.53
L007078,S0125,J002,0.2906,-1.02,2,2.3,0.2906,1.98
L007079,S0075,J049,0.9517,2.43,6,2.5,0.9517,5.43
L007080,S0145,J007,0.3259,-1.02,7,1.2,0.3259,1.98
L007081,S0261,J046,0.9584,2.57,2,1.7,0.9584,5.57
L007082,S0101,J044,0.37,-0.59,5,1.3,0.37,2.41
L007083,S0107,J010,0.4238,-0.65,2,1.3,0.4238,2.35
L007084,S0107,J022,0.4298,-0.55,2,1.3,0.4298,2.45
L007085,S0100,J026,0.6303,0.54,5,1.4,0.6303,3.54
L007086,S0143,J045,0.361,-0.78,8,2.9,0.361,2.2199999999999998
L007087,S0064,J004,0.6214,0.66,3,2.0,0.6214,3.66
L007088,S0060,J006,0.5588,0.41,7,1.6,0.5588,3.41
L007089,S0006,J001,0.2514,-1.56,7,2.5,0.2514,1.44
L007090,S0179,J048,0.3071,-1.04,8,1.4,0.3071,1.96
L007091,S0040,J015,0.5036,0.29,5,1.0,0.5036,3.29
L007092,S0094,J045,0.3654,-0.48,2,1.8,0.3654,2.52
L007093,S0106,J046,0.6546,0.68,4,0.8,0.6546,3.68
L007094,S0054,J019,1.0,2.4,6,1.0,1.0,5.4
L007095,S0284,J011,0.0428,-2.45,3,0.0,0.0428,0.5499999999999998
L007096,S0181,J006,0.8533,1.81,3,1.0,0.8533,4.8100000000000005
L007097,S0012,J006,0.9699,2.59,4,2.3,0.9699,5.59
L007098,S0049,J023,0.4649,0.17,7,0.2,0.4649,3.17
L007099,S0112,J038,0.5907,0.86,2,1.5,0.5907,3.86
L007100,S0078,J005,0.4574,-0.24,6,2.0,0.4574,2.76
L007101,S0276,J012,0.4477,-0.28,3,1.5,0.4477,2.7199999999999998
L007102,S0058,J003,0.6587,0.87,3,1.8,0.6587,3.87
L007103,S0183,J030,0.4256,-0.3,2,0.8,0.4256,2.7
L007104,S0046,J003,0.701,0.6,7,1.3,0.701,3.6
L007105,S0149,J033,0.6631,0.63,5,0.7,0.6631,3.63
L007106,S0243,J028,0.6256,0.52,5,2.0,0.6256,3.52
L007107,S0204,J025,0.4046,0.04,6,1.9,0.4046,3.04
L007108,S0106,J035,0.4429,-0.22,4,0.8,0.4429,2.78
L007109,S0031,J036,0.352,-1.05,3,2.7,0.352,1.95
L007110,S0102,J017,0.3815,-0.43,4,2.9,0.3815,2.57
L007111,S0024,J035,0.4585,-0.26,7,0.7,0.4585,2.74
L007112,S0172,J045,0.1516,-1.41,5,0.5,0.1516,1.59
L007113,S0242,J026,0.4138,-0.71,8,0.8,0.4138,2.29
L007114,S0203,J039,0.3951,-0.64,6,1.0,0.3951,2.36
L007115,S0031,J011,0.007,-2.65,3,2.7,0.007,0.3500000000000001
L007116,S0038,J028,0.4564,-0.13,4,1.1,0.4564,2.87
L007117,S0269,J025,0.8071,2.1,6,0.0,0.8071,5.1
L007118,S0282,J032,0.6147,0.83,8,0.7,0.6147,3.83
L007119,S0055,J034,0.2835,-0.02,8,2.6,0.2835,2.98
L007120,S0145,J042,0.3489,-1.02,7,1.2,0.3489,1.98
L007121,S0069,J040,0.5329,0.79,4,1.6,0.5329,3.79
L007122,S0229,J018,0.4102,-0.41,5,1.7,0.4102,2.59
L007123,S0233,J047,0.3679,-0.76,4,1.5,0.3679,2.24
L007124,S0282,J020,0.6972,1.23,8,0.7,0.6972,4.23
L007125,S0236,J048,0.3231,-0.7,7,2.3,0.3231,2.3
L007126,S0067,J022,0.4347,-0.47,3,1.5,0.4347,2.5300000000000002
L007127,S0153,J007,0.6961,1.16,8,1.6,0.6961,4.16
L007128,S0013,J034,0.3752,-0.68,8,1.1,0.3752,2.32
L007129,S0296,J023,0.5197,0.55,7,0.9,0.5197,3.55
L007130,S0181,J007,0.7968,1.31,3,1.0,0.7968,4.3100000000000005
L007131,S0201,J034,0.5285,0.35,5,1.9,0.5285,3.35
L007132,S0206,J006,0.8047,2.02,2,1.1,0.8047,5.02
L007133,S0255,J011,0.0859,-2.2,4,1.3,0.0859,0.7999999999999998
L007134,S0133,J010,0.4489,-0.31,6,2.7,0.4489,2.69
L007135,S0297,J027,0.1769,-1.91,3,1.1,0.1769,1.09
L007136,S0115,J002,0.5304,0.56,8,1.5,0.5304,3.56
L007137,S0261,J005,0.6818,0.97,2,1.7,0.6818,3.9699999999999998
L007138,S0030,J041,0.4915,0.06,5,0.4,0.4915,3.06
L007139,S0087,J013,0.3675,-0.57,3,1.3,0.3675,2.43
L007140,S0199,J010,0.3268,-1.17,7,2.1,0.3268,1.83
L007141,S0254,J018,0.5844,0.95,4,1.8,0.5844,3.95
L007142,S0129,J036,0.399,-0.43,8,1.1,0.399,2.57
L007143,S0281,J046,0.3368,-0.45,3,0.0,0.3368,2.55
L007144,S0298,J002,0.2357,-1.77,8,1.5,0.2357,1.23
L007145,S0250,J022,0.4455,-0.29,4,1.0,0.4455,2.71
L007146,S0260,J026,0.6294,1.34,3,1.5,0.6294,4.34
L007147,S0268,J034,0.5849,0.59,7,1.2,0.5849,3.59
L007148,S0119,J025,0.2691,-1.76,5,1.1,0.2691,1.24
L007149,S0183,J027,0.6394,0.6,2,0.8,0.6394,3.6
L007150,S0202,J028,0.4571,-0.14,4,2.1,0.4571,2.86
L007151,S0235,J019,0.6449,0.6,8,1.1,0.6449,3.6
L007152,S0045,J010,0.4454,-0.08,4,1.4,0.4454,2.92
