log_id,student_id,job_id,match_score_served,skill_score_served,skill_gap,verified_skills,years_exp,skew
L006280,S0000,J040,0.9372,4.076,1.3,2,0.0,0.152
L006281,S0247,J043,0.22,1.525,-2.39,5,2.7,0.0294
L006282,S0113,J003,0.8341,3.282,1.35,5,1.5,0.0636
L006283,S0164,J009,0.657,3.977,0.75,2,2.0,0.0531
L006284,S0132,J041,0.5639,3.534,0.22,8,1.5,0.0283
L006285,S0128,J028,0.5994,2.281,0.12,3,1.7,0.1228
L006286,S0057,J014,0.3226,2.818,-2.15,2,1.4,0.1367
L006287,S0014,J042,0.7211,3.238,1.0,6,2.1,0.0765
L006288,S0039,J005,0.4585,3.57,0.07,6,2.4,0.0
L006289,S0216,J015,0.7176,3.362,0.41,8,2.5,0.1038
L006290,S0297,J037,0.1598,1.502,-2.11,3,1.1,0.0248
L006291,S0101,J020,0.8023,3.352,1.01,5,1.3,0.084
L006292,S0077,J048,0.5334,3.504,0.17,7,2.0,0.0671
L006293,S0145,J025,0.1895,1.215,-1.72,7,1.2,0.0693
L006294,S0139,J008,0.1534,1.75,-1.85,5,0.3,0.0
L006295,S0082,J005,0.3463,2.78,-0.76,5,0.4,0.0795
L006296,S0133,J021,0.2626,3.025,-1.61,6,2.7,0.0697
L006297,S0259,J032,0.5047,2.74,0.04,5,2.1,0.0
L006298,S0257,J014,0.1226,2.419,-2.5,4,0.0,0.0379
L006299,S0127,J016,0.8025,3.891,1.44,2,2.3,0.102
L006300,S0134,J036,0.6951,3.575,0.86,2,0.0,0.0299
L006301,S0071,J035,0.6156,3.151,0.33,5,2.5,0.0425
L006302,S0286,J030,0.3305,3.08,-1.23,8,0.6,0.0207
L006303,S0179,J040,0.5417,2.302,-0.44,8,1.4,0.0832
L006304,S0294,J011,0.0294,2.19,-2.11,8,0.3,0.0
L006305,S0271,J034,0.6156,2.494,-0.27,2,2.2,0.1275
L006306,S0116,J020,0.279,1.2,-1.1,3,2.9,0.0
L006307,S0265,J032,0.9325,4.439,1.7,6,2.2,0.0786
L006308,S0086,J047,0.3974,2.772,-0.87,4,2.7,0.0847
L006309,S0285,J000,0.6317,3.005,-0.25,2,1.2,0.1093
L006310,S0236,J036,0.4819,2.644,-0.1,7,2.3,0.088
L006311,S0017,J043,0.0994,1.98,-1.92,2,2.3,0.0
L006312,S0185,J010,0.5948,3.62,0.29,5,1.7,0.0591
L006313,S0017,J032,0.3899,2.02,-0.72,2,2.3,0.0791
L006314,S0039,J011,0.448,3.621,-0.73,6,2.4,0.1013
L006315,S0029,J024,0.6399,3.654,0.01,5,3.5,0.0882
L006316,S0269,J010,0.8292,5.047,1.7,6,0.0,0.0938
L006317,S0194,J040,0.7883,4.124,1.39,3,0.5,0.0683
L006318,S0073,J034,0.7767,4.48,1.78,3,1.9,0.0
L006319,S0055,J049,0.6751,2.68,0.78,8,2.6,0.0
L006320,S0110,J047,0.5873,4.215,0.6,3,1.4,0.0299
L006321,S0209,J031,0.5509,3.081,-0.26,8,1.6,0.0814
L006322,S0219,J007,0.8534,3.817,1.6,2,1.1,0.0336
L006323,S0116,J024,0.1199,1.2,-2.4,3,2.9,0.0
L006324,S0293,J012,0.4868,3.22,-0.08,6,1.8,0.0
L006325,S0050,J019,0.7906,4.113,1.49,2,0.8,0.0468
L006326,S0102,J038,0.8651,2.928,1.07,4,2.9,0.1159
L006327,S0020,J038,0.8676,3.683,1.85,3,0.9,0.0654
L006328,S0276,J039,0.5181,3.054,-0.58,3,1.5,0.0683
L006329,S0040,J045,0.3826,3.21,-0.51,5,1.0,0.0405
L006330,S0189,J043,0.3779,3.086,-0.83,3,0.9,0.0324
L006331,S0035,J044,0.2737,1.897,-2.04,3,1.9,0.0749
L006332,S0256,J048,0.5496,2.728,-0.6,6,2.5,0.0566
L006333,S0024,J015,0.5601,2.574,-0.36,7,0.7,0.0685
L006334,S0248,J042,0.7189,3.07,0.82,7,1.2,0.1002
L006335,S0220,J035,0.8199,3.89,1.05,8,2.3,0.0804
L006336,S0025,J020,0.8179,4.063,1.72,7,1.9,0.0865
L006337,S0148,J024,0.7025,4.21,0.57,4,1.4,0.0791
L006338,S0287,J011,0.2359,2.489,-1.85,3,2.1,0.0777
L006339,S0018,J014,0.0994,2.67,-2.24,8,2.1,0.0194
L006340,S0077,J003,0.9064,3.531,1.57,7,2.0,0.1218
L006341,S0106,J031,0.4003,2.591,-0.72,4,0.8,0.0225
L006342,S0205,J034,0.9389,4.488,1.74,6,2.0,0.0959
L006343,S0096,J047,0.2803,1.981,-1.65,4,1.9,0.0623
L006344,S0247,J010,0.1503,1.532,-1.79,5,2.7,0.0434
L006345,S0098,J021,0.3417,3.325,-1.32,3,0.9,0.0897
L006346,S0196,J030,0.6018,4.123,-0.22,6,1.5,0.0867
L006347,S0093,J021,0.4488,3.683,-0.97,8,1.2,0.1068
L006348,S0231,J032,0.4558,2.74,0.04,6,1.0,0.0
L006349,S0247,J016,0.4312,1.548,-0.89,5,2.7,0.0763
L006350,S0170,J049,0.8506,3.439,1.51,3,3.0,0.0571
L006351,S0037,J040,0.5303,2.406,-0.35,7,2.7,0.1114
L006352,S0023,J043,0.4306,3.44,-0.49,2,1.9,0.0593
L006353,S0288,J019,0.6943,3.701,1.06,7,1.0,0.0812
L006354,S0196,J049,0.7804,4.08,2.18,6,1.5,0.0
L006355,S0163,J012,0.6762,3.843,0.5,6,1.8,0.0866
L006356,S0225,J019,0.6055,3.292,0.68,7,0.3,0.0238
L006357,S0219,J006,1.0,3.855,2.1,2,1.1,0.1107
L006358,S0221,J029,0.6194,3.858,0.62,5,1.6,0.0768
L006359,S0064,J003,0.7861,3.612,1.66,3,2.0,0.1044
L006360,S0159,J046,0.9042,3.678,1.72,4,2.0,0.1159
L006361,S0127,J038,0.8793,3.84,2.04,2,2.3,0.0
L006362,S0232,J014,0.4163,3.217,-1.73,3,2.1,0.0939
L006363,S0200,J022,0.6317,3.376,0.12,7,0.8,0.1125
L006364,S0031,J009,0.2396,1.65,-1.55,3,2.7,0.0
L006365,S0255,J041,0.3475,2.139,-1.2,4,1.3,0.0786
L006366,S0100,J043,0.4919,3.398,-0.56,5,1.4,0.1155
L006367,S0123,J034,0.683,3.905,1.19,3,1.2,0.0298
L006368,S0110,J037,0.5635,4.2,0.6,3,1.4,0.0
L006369,S0256,J016,0.5557,2.7,0.3,6,2.5,0.0
L006370,S0148,J023,0.9124,4.206,1.67,4,1.4,0.0718
L006371,S0001,J010,0.4335,2.8,-0.5,4,1.2,0.0
L006372,S0026,J011,0.2996,2.543,-1.8,7,0.5,0.0863
L006373,S0183,J032,0.7838,4.033,1.3,2,0.8,0.0655
L006374,S0268,J011,0.2934,3.338,-1.01,7,1.2,0.0963
L006375,S0248,J021,0.4819,3.085,-1.58,7,1.2,0.1299
L006376,S0030,J035,0.7175,3.412,0.56,5,0.4,0.1045
L006377,S0240,J037,0.4815,3.225,-0.4,4,1.5,0.0506
L006378,S0124,J023,0.7031,2.856,0.3,8,2.3,0.1126
L006379,S0112,J025,0.4941,2.695,-0.24,2,1.5,0.0699
L006380,S0247,J042,0.3845,1.51,-0.69,5,2.7,0.0
L006381,S0003,J021,0.0947,1.117,-3.53,7,1.5,0.0947
L006382,S0097,J048,0.5144,3.67,0.37,5,1.5,0.0
L006383,S0183,J042,0.9146,4.04,1.8,2,0.8,0.0802
L006384,S0282,J013,0.57,3.585,0.03,8,0.7,0.1096
L006385,S0181,J009,0.5638,3.548,0.31,3,1.0,0.0765
L006386,S0256,J011,0.1915,2.731,-1.6,6,2.5,0.0615
L006387,S0064,J031,0.5108,3.592,0.26,3,2.0,0.063
L006388,S0082,J002,0.4461,2.74,-0.46,5,0.4,0.0
L006389,S0048,J040,0.6581,2.636,-0.13,2,1.3,0.1319
L006390,S0223,J033,0.5182,2.344,-0.28,8,0.1,0.0473
L006391,S0107,J004,0.5073,2.693,-0.25,2,1.3,0.0866
L006392,S0088,J029,0.1158,1.64,-1.56,4,0.6,0.0
L006393,S0035,J043,0.2354,1.882,-2.04,3,1.9,0.0443
L006394,S0106,J012,0.4919,2.627,-0.72,4,0.8,0.0939
L006395,S0252,J001,0.0859,0.897,-2.84,3,1.0,0.0743
L006396,S0024,J034,0.5429,2.568,-0.16,7,0.7,0.0563
L006397,S0070,J019,0.4842,1.673,-0.98,2,1.0,0.1065
L006398,S0156,J003,0.7151,2.85,0.95,5,0.4,0.0
L006399,S0226,J045,0.5318,3.353,-0.4,3,2.3,0.1064
L006400,S0069,J004,0.7065,3.534,0.59,4,1.6,0.0886
L006401,S0031,J029,0.3756,1.68,-1.55,3,2.7,0.0609
L006402,S0118,J035,0.4527,2.42,-0.43,4,0.0,0.1002
L006403,S0166,J010,0.2597,1.55,-1.79,6,2.7,0.0808
L006404,S0128,J046,0.5611,2.22,0.32,3,1.7,0.0
L006405,S0237,J004,0.5272,2.545,-0.4,4,1.6,0.0901
L006406,S0141,J027,0.3422,2.72,-0.68,3,0.8,0.0
L006407,S0245,J012,0.3103,2.07,-1.23,7,2.0,0.0
L006408,S0103,J019,0.7434,3.657,1.05,5,1.4,0.0132
L006409,S0048,J028,0.544,2.57,0.47,2,1.3,0.0
L006410,S0084,J029,0.6121,3.042,-0.21,7,2.5,0.1034
L006411,S0013,J030,0.2969,2.069,-2.28,8,1.1,0.0976
L006412,S0256,J041,0.4723,2.765,-0.6,6,2.5,0.1304
L006413,S0284,J045,0.2964,1.886,-1.85,3,0.0,0.0722
L006414,S0191,J020,0.497,2.012,-0.32,6,0.4,0.0648
L006415,S0257,J045,0.3481,2.435,-1.3,4,0.0,0.0691
L006416,S0201,J026,0.5073,3.05,0.25,5,1.9,0.0
L006417,S0175,J018,0.2151,2.19,-1.11,6,0.7,0.0
L006418,S0258,J048,0.4138,2.325,-1.02,5,0.0,0.09
L006419,S0136,J029,0.5187,3.035,-0.21,8,0.6,0.0893
L006420,S0075,J029,0.7302,4.365,1.13,6,2.5,0.07
L006421,S0188,J042,0.4562,1.609,-0.63,5,1.4,0.0771
L006422,S0072,J043,0.2942,2.69,-1.21,3,2.8,0.0
L006423,S0046,J042,0.5102,2.5,0.3,7,1.3,0.0
L006424,S0060,J035,0.4245,2.135,-0.69,7,1.6,0.0506
L006425,S0260,J028,0.9022,4.169,2.04,3,1.5,0.0574
L006426,S0036,J010,0.524,3.383,0.06,2,1.4,0.0462
L006427,S0133,J028,0.7939,3.035,0.89,6,2.7,0.0893
L006428,S0144,J025,0.8537,3.94,1.0,2,1.2,0.0804
L006429,S0103,J029,0.5191,3.679,0.45,5,1.4,0.0583
L006430,S0133,J046,0.7601,3.021,1.09,6,2.7,0.0624
L006431,S0223,J046,0.5833,2.369,0.42,8,0.1,0.0981
L006432,S0070,J017,0.2399,1.672,-1.68,2,1.0,0.1038
L006433,S0199,J044,0.3146,2.187,-1.77,7,2.1,0.115
L006434,S0106,J031,0.3689,2.593,-0.72,4,0.8,0.027
L006435,S0259,J020,0.6821,2.773,0.44,5,2.1,0.0655
L006436,S0259,J016,0.5773,2.74,0.34,5,2.1,0.0
L006437,S0045,J001,0.5112,3.275,-0.48,4,1.4,0.1104
L006438,S0181,J000,0.648,3.543,0.31,3,1.0,0.0662
L006439,S0047,J019,0.6261,3.43,0.78,4,0.6,0.0998
L006440,S0214,J029,0.2176,2.0,-1.2,2,2.0,0.0
L006441,S0020,J003,0.8003,3.65,1.75,3,0.9,0.0
L006442,S0081,J015,0.7247,3.992,1.07,4,2.1,0.0439
L006443,S0195,J046,0.7605,3.221,1.3,8,2.6,0.0417
L006444,S0229,J021,0.2707,2.932,-1.71,5,1.7,0.0838
L006445,S0075,J008,0.6568,4.33,0.73,6,2.5,0.0
L006446,S0092,J034,0.2561,0.994,-1.75,2,2.4,0.088
L006447,S0262,J032,0.5871,2.773,0.03,7,0.4,0.0856
L006448,S0135,J038,0.5805,2.218,0.37,5,0.4,0.0965
L006449,S0051,J021,0.1886,2.247,-2.43,7,1.7,0.1549
L006450,S0016,J019,0.455,1.718,-0.92,4,0.7,0.0763
L006451,S0207,J001,0.3278,3.044,-0.69,5,0.6,0.0684
L006452,S0202,J035,0.423,1.973,-0.84,4,2.1,0.0251
L006453,S0253,J008,0.4227,3.32,-0.28,6,2.8,0.0
L006454,S0113,J033,0.6425,3.268,0.65,5,1.5,0.0363
L006455,S0153,J002,0.5602,3.36,0.16,8,1.6,0.0
L006456,S0181,J016,0.7263,3.545,1.11,3,1.0,0.0708
L006457,S0243,J029,0.461,2.671,-0.58,5,2.0,0.1015
L006458,S0043,J004,0.4594,2.65,-0.25,4,1.9,0.0
L006459,S0009,J037,0.2364,2.06,-1.54,8,1.9,0.0
L006460,S0058,J026,0.5712,2.797,-0.03,3,1.8,0.0538
L006461,S0095,J007,0.6032,2.467,0.23,7,0.7,0.0743
L006462,S0091,J028,0.7885,2.652,0.48,8,1.6,0.144
L006463,S0254,J041,0.6933,4.278,0.95,4,1.8,0.0563
L006464,S0153,J032,0.5803,3.374,0.66,8,1.6,0.0276
L006465,S0036,J002,0.5764,3.379,0.16,2,1.4,0.0382
L006466,S0129,J028,0.6817,2.324,0.17,8,1.1,0.1082
L006467,S0259,J010,0.4178,2.77,-0.56,5,2.1,0.0591
L006468,S0128,J045,0.2344,2.241,-1.48,3,1.7,0.0424
L006469,S0095,J021,0.0056,2.43,-2.17,7,0.7,0.0
L006470,S0082,J019,0.6894,2.781,0.14,5,0.4,0.0828
L006471,S0158,J000,0.6246,3.183,-0.07,8,0.9,0.1065
L006472,S0194,J020,0.8986,4.108,1.79,3,0.5,0.0361
L006473,S0022,J026,0.3685,1.619,-1.22,4,1.1,0.0775
L006474,S0009,J014,0.1019,2.111,-2.84,8,1.9,0.1012
L006475,S0258,J045,0.3043,2.306,-1.42,5,0.0,0.0516
L006476,S0296,J005,0.5578,3.083,-0.45,7,0.9,0.0662
L006477,S0238,J023,0.7337,3.289,0.75,7,2.1,0.0789
L006478,S0013,J010,0.3602,2.061,-1.28,8,1.1,0.0816
L006479,S0227,J024,0.6542,4.074,0.43,8,2.7,0.0873
L006480,S0103,J016,0.7931,3.678,1.25,5,1.4,0.0555
L006481,S0177,J030,0.6065,4.474,0.13,2,1.1,0.0885
L006482,S0140,J018,0.7174,3.608,0.25,6,0.7,0.1167
L006483,S0228,J007,0.7714,3.88,1.68,5,0.9,0.0
L006484,S0238,J037,0.388,3.25,-0.35,7,2.1,0.0
L006485,S0197,J002,0.4738,3.04,-0.19,4,2.5,0.0596
L006486,S0247,J028,0.4837,1.548,-0.59,5,2.7,0.0762
L006487,S0278,J000,0.4904,3.026,-0.19,8,2.0,0.0325
L006488,S0022,J007,0.5111,1.631,-0.62,4,1.1,0.1011
L006489,S0015,J035,0.7741,4.501,1.66,2,2.0,0.0822
L006490,S0177,J010,0.7431,4.48,1.13,2,1.1,0.1001
L006491,S0220,J012,0.568,3.85,0.55,8,2.3,0.0
L006492,S0256,J003,0.6751,2.74,0.8,6,2.5,0.0807
L006493,S0125,J037,0.2574,2.18,-1.42,2,2.3,0.0
L006494,S0206,J044,0.491,3.72,-0.18,2,1.1,0.0
L006495,S0285,J022,0.4627,2.971,-0.25,2,1.2,0.0423
L006496,S0044,J028,0.7791,3.067,0.93,7,2.7,0.075
L006497,S0293,J025,0.6769,3.247,0.32,6,1.8,0.0547
L006498,S0264,J033,0.5385,3.085,0.43,4,3.1,0.1093
L006499,S0076,J042,0.633,2.178,-0.08,2,2.4,0.1165
L006500,S0264,J012,0.4706,3.065,-0.27,4,3.1,0.0709
L006501,S0047,J045,0.598,3.444,-0.32,4,0.6,0.1284
L006502,S0120,J042,0.5787,2.267,0.03,8,1.5,0.0737
L006503,S0248,J029,0.4581,3.035,-0.18,7,1.2,0.0296
L006504,S0131,J032,0.515,2.853,0.12,4,1.6,0.0659
L006505,S0015,J027,0.7169,4.46,1.06,2,2.0,0.0
L006506,S0187,J014,0.3076,3.319,-1.63,2,1.1,0.0986
L006507,S0033,J015,0.3611,2.17,-0.73,3,1.8,0.0
L006508,S0163,J041,0.7872,3.872,0.5,6,1.8,0.145
L006509,S0235,J024,0.5158,3.216,-0.4,8,1.1,0.0313
L006510,S0172,J008,0.4319,2.343,-1.31,5,0.5,0.1053
L006511,S0187,J024,0.612,3.332,-0.33,2,1.1,0.1241
L006512,S0050,J012,0.6871,4.098,0.79,2,0.8,0.0165
L006513,S0051,J030,0.1286,2.194,-2.13,7,1.7,0.0477
L006514,S0161,J008,0.1441,1.718,-1.9,7,0.4,0.0369
L006515,S0137,J023,0.6275,2.892,0.33,4,1.2,0.1238
L006516,S0263,J035,0.8867,4.556,1.72,2,1.5,0.0728
L006517,S0214,J027,0.3046,2.029,-1.4,2,2.0,0.0575
L006518,S0161,J016,0.4748,1.742,-0.7,7,0.4,0.0834
L006519,S0139,J037,0.2412,1.807,-1.85,5,0.3,0.1134
L006520,S0254,J010,0.8076,4.311,0.95,4,1.8,0.1229
L006521,S0287,J041,0.4686,2.482,-0.85,3,2.1,0.0648
L006522,S0125,J033,0.48,2.219,-0.42,2,2.3,0.0784
L006523,S0106,J046,0.6868,2.621,0.68,4,0.8,0.081
L006524,S0045,J006,0.8925,3.257,1.52,4,1.4,0.0736
L006525,S0285,J039,0.4119,2.981,-0.65,2,1.2,0.0626
L006526,S0072,J000,0.4098,2.719,-0.51,3,2.8,0.0586
L006527,S0253,J029,0.5157,3.322,0.12,6,2.8,0.0038
L006528,S0073,J023,0.9231,4.541,1.98,3,1.9,0.1213
L006529,S0002,J047,0.556,3.349,-0.31,4,0.0,0.1173
L006530,S0194,J028,0.9794,4.13,1.99,3,0.5,0.0801
L006531,S0247,J021,0.0498,1.535,-3.09,5,2.7,0.0498
L006532,S0204,J047,0.3878,2.988,-0.66,6,1.9,0.0951
L006533,S0217,J031,0.1162,1.57,-1.73,7,0.7,0.0
L006534,S0274,J002,0.4601,2.65,-0.59,7,0.6,0.0793
L006535,S0067,J000,0.5458,2.778,-0.47,3,1.5,0.0952
L006536,S0024,J000,0.5553,2.592,-0.66,7,0.7,0.1043
L006537,S0077,J024,0.5921,3.52,-0.13,7,2.0,0.0998
L006538,S0022,J014,0.0671,1.614,-3.32,4,1.1,0.0671
L006539,S0089,J029,0.3724,1.779,-1.49,3,1.3,0.1375
L006540,S0252,J021,0.0,0.86,-3.74,3,1.0,0.0
L006541,S0287,J009,0.4201,2.455,-0.75,3,2.1,0.0103
L006542,S0046,J004,0.4847,2.528,-0.4,7,1.3,0.0551
L006543,S0224,J001,0.2713,2.18,-1.57,7,1.4,0.1008
L006544,S0209,J011,0.3259,3.077,-1.26,8,1.6,0.073
L006545,S0291,J025,0.4744,2.53,-0.37,3,3.0,0.0
L006546,S0294,J021,0.0818,2.226,-2.41,8,0.3,0.071
L006547,S0279,J046,0.748,3.27,1.37,8,2.1,0.0
L006548,S0108,J030,0.2983,2.644,-1.68,4,1.0,0.0483
L006549,S0299,J043,0.3634,3.012,-0.91,5,0.2,0.0435
L006550,S0238,J027,0.5435,3.313,-0.15,7,2.1,0.1266
L006551,S0044,J023,0.6643,3.076,0.53,7,2.7,0.0923
L006552,S0097,J028,0.8223,3.705,1.57,5,1.5,0.0692
L006553,S0071,J033,0.6653,3.182,0.53,5,2.5,0.104
L006554,S0245,J034,0.432,2.104,-0.63,7,2.0,0.0683
L006555,S0250,J020,0.7573,2.959,0.61,4,1.0,0.0972
L006556,S0012,J005,0.6715,4.322,0.79,4,2.3,0.0646
L006557,S0282,J014,0.3329,3.552,-1.37,8,0.7,0.0448
L006558,S0279,J043,0.4257,3.313,-0.63,8,2.1,0.0853
L006559,S0101,J041,0.5728,3.364,0.01,5,1.3,0.1072
L006560,S0040,J021,0.3737,3.246,-1.41,5,1.0,0.1118
L006561,S0161,J035,0.3987,1.745,-1.1,7,0.4,0.0906
L006562,S0228,J031,0.7117,3.884,0.58,5,0.9,0.0083
L006563,S0013,J009,0.3019,2.069,-1.18,8,1.1,0.0982
L006564,S0192,J014,0.3781,4.35,-0.55,5,0.1,0.0
L006565,S0236,J005,0.3179,2.631,-0.9,7,2.3,0.0616
L006566,S0133,J001,0.4569,3.058,-0.71,6,2.7,0.1364
L006567,S0060,J042,0.6034,2.184,-0.09,7,1.6,0.1477
L006568,S0035,J030,0.2056,1.888,-2.44,3,1.9,0.0563
L006569,S0158,J027,0.5532,3.155,-0.27,8,0.9,0.0493
L006570,S0218,J045,0.411,2.9,-0.8,6,2.8,0.0
L006571,S0138,J008,0.3649,2.091,-1.57,5,1.3,0.122
L006572,S0239,J004,0.5277,2.68,-0.22,7,1.1,0.0
L006573,S0084,J033,0.5907,3.013,0.39,7,2.5,0.0453
L006574,S0007,J011,0.4867,3.633,-0.73,8,1.7,0.1258
L006575,S0132,J014,0.283,3.52,-1.38,8,1.5,0.0
L006576,S0219,J045,0.5605,3.8,0.1,2,1.1,0.0
L006577,S0070,J027,0.2259,1.646,-1.78,2,1.0,0.0515
L006578,S0214,J047,0.373,2.058,-1.6,2,2.0,0.1165
L006579,S0265,J045,0.6805,4.426,0.7,6,2.2,0.0523
L006580,S0288,J032,0.8012,3.694,0.96,7,1.0,0.0672
L006581,S0025,J024,0.5857,4.049,0.42,7,1.9,0.0587
L006582,S0161,J030,0.0766,1.719,-2.6,7,0.4,0.0387
L006583,S0293,J012,0.7408,3.265,-0.08,6,1.8,0.0898
L006584,S0243,J044,0.3454,2.657,-1.28,5,2.0,0.0748
L006585,S0054,J002,1.0,5.066,1.8,6,1.0,0.1311
L006586,S0133,J023,0.6953,3.029,0.49,6,2.7,0.0775
L006587,S0025,J005,0.7145,4.07,0.52,7,1.9,0.1003
L006588,S0137,J035,0.5986,2.868,0.03,4,1.2,0.0769
L006589,S0067,J010,0.5188,2.749,-0.57,3,1.5,0.0371
L006590,S0114,J002,0.499,2.834,-0.4,7,1.4,0.068
L006591,S0109,J032,0.7322,3.666,0.93,2,2.6,0.0728
L006592,S0271,J033,0.6215,2.486,-0.17,2,2.2,0.1119
L006593,S0092,J025,0.1848,0.95,-1.95,2,2.4,0.0
L006594,S0036,J024,0.5569,3.417,-0.24,2,1.4,0.1142
L006595,S0022,J049,0.537,1.598,-0.32,4,1.1,0.0365
L006596,S0123,J040,0.7888,3.903,1.19,3,1.2,0.0265
L006597,S0110,J042,0.9226,4.219,2.0,3,1.4,0.0372
L006598,S0249,J032,0.5181,3.02,0.32,8,1.8,0.0
L006599,S0118,J020,0.5935,2.405,0.07,4,0.0,0.0705
L006600,S0029,J010,0.6266,3.658,0.31,5,3.5,0.0955
L006601,S0020,J033,0.6725,3.69,1.05,3,0.9,0.0795
L006602,S0089,J034,0.3117,1.762,-0.99,3,1.3,0.104
L006603,S0179,J005,0.3341,2.26,-1.24,8,1.4,0.0
L006604,S0022,J031,0.1689,1.608,-1.72,4,1.1,0.0558
L006605,S0081,J018,0.762,4.016,0.67,4,2.1,0.0912
L006606,S0019,J030,0.2611,2.611,-1.72,4,1.6,0.0613
L006607,S0131,J020,0.7098,2.854,0.52,4,1.6,0.0674
L006608,S0115,J018,0.6024,3.8,0.46,8,1.5,0.0807
L006609,S0219,J003,0.9541,3.863,1.9,2,1.1,0.1265
L006610,S0268,J015,0.623,3.321,0.39,7,1.2,0.0627
L006611,S0124,J011,0.2935,2.816,-1.5,8,2.3,0.0325
L006612,S0108,J049,0.7039,2.658,0.72,4,1.0,0.0756
L006613,S0140,J037,0.5621,3.579,-0.05,6,0.7,0.0587
L006614,S0253,J018,0.4841,3.347,0.02,6,2.8,0.0547
L006615,S0227,J040,0.6906,4.03,1.33,8,2.7,0.0
L006616,S0299,J020,0.7099,3.032,0.69,5,0.2,0.0841
L006617,S0110,J038,1.0,4.263,2.4,3,1.4,0.1265
L006618,S0221,J024,0.64,3.869,0.22,5,1.6,0.0984
L006619,S0134,J016,0.8173,3.615,1.16,2,0.0,0.1104
L006620,S0207,J047,0.4783,3.054,-0.59,5,0.6,0.0874
L006621,S0187,J026,0.7074,3.305,0.47,2,1.1,0.0697
L006622,S0226,J044,0.4427,3.3,-0.6,3,2.3,0.0
L006623,S0110,J004,0.7248,4.2,1.3,3,1.4,0.0
L006624,S0139,J025,0.3707,1.786,-1.15,5,0.3,0.072
L006625,S0164,J043,0.5624,3.982,0.05,2,2.0,0.0648
L006626,S0252,J001,0.1236,0.922,-2.84,3,1.0,0.1236
L006627,S0262,J025,0.5126,2.776,-0.17,7,0.4,0.0912
L006628,S0044,J023,0.7518,3.054,0.53,7,2.7,0.0484
L006629,S0245,J012,0.3389,2.119,-1.23,7,2.0,0.0979
L006630,S0137,J009,0.5599,2.856,-0.37,4,1.2,0.0511
L006631,S0068,J031,0.4431,2.923,-0.41,6,2.1,0.0669
L006632,S0123,J015,0.767,3.891,0.99,3,1.2,0.0027
L006633,S0030,J030,0.3746,3.423,-0.94,5,0.4,0.1267
L006634,S0085,J022,0.3236,2.28,-0.92,3,2.2,0.0
L006635,S0039,J034,0.7168,3.604,0.87,6,2.4,0.0673
L006636,S0139,J042,0.5476,1.786,-0.45,5,0.3,0.0712
L006637,S0128,J043,0.2776,2.266,-1.68,3,1.7,0.0912
L006638,S0174,J042,0.6379,2.79,0.56,4,2.7,0.0601
L006639,S0047,J010,0.597,3.435,0.08,4,0.6,0.1108
L006640,S0075,J012,0.8282,4.347,1.03,6,2.5,0.0331
L006641,S0059,J014,0.2639,2.905,-2.05,8,1.5,0.1095
L006642,S0064,J037,0.5209,3.592,-0.04,3,2.0,0.0635
L006643,S0269,J038,1.0,5.048,3.2,6,0.0,0.0958
L006644,S0041,J044,0.3851,2.559,-1.39,7,1.5,0.0977
L006645,S0079,J009,0.4693,2.326,-0.9,8,1.9,0.0524
L006646,S0106,J042,0.6572,2.6,0.38,4,0.8,0.0393
L006647,S0137,J034,0.6021,2.893,0.13,4,1.2,0.1262
L006648,S0281,J008,0.0893,1.485,-2.15,3,0.0,0.0708
L006649,S0226,J034,0.6688,3.319,0.6,3,2.3,0.0379
L006650,S0034,J045,0.4509,3.203,-0.51,5,1.6,0.0259
L006651,S0081,J023,0.9224,4.037,1.47,4,2.1,0.1336
L006652,S0271,J012,0.4733,2.49,-0.87,2,2.2,0.1199
L006653,S0175,J048,0.4667,2.242,-1.11,6,0.7,0.1049
L006654,S0050,J047,0.7052,4.131,0.49,2,0.8,0.0816
L006655,S0218,J014,0.1567,2.9,-2.0,6,2.8,0.0
L006656,S0002,J007,0.8775,3.332,1.09,4,0.0,0.0843
L006657,S0266,J021,0.304,2.989,-1.67,2,1.6,0.1177
L006658,S0243,J041,0.5637,2.659,-0.68,5,2.0,0.0777
L006659,S0154,J011,0.4036,3.098,-1.25,6,1.8,0.0956
L006660,S0058,J005,0.451,2.808,-0.73,3,1.8,0.0755
L006661,S0077,J037,0.4413,3.47,-0.13,7,2.0,0.0
L006662,S0058,J028,0.7025,2.818,0.67,3,1.8,0.0953
L006663,S0057,J005,0.4268,2.79,-0.75,2,1.4,0.0808
L006664,S0048,J001,0.4661,2.609,-1.13,2,1.3,0.0776
L006665,S0021,J040,0.6259,3.231,0.49,5,0.8,0.0817
L006666,S0215,J026,0.8211,3.493,0.61,6,2.7,0.1659
L006667,S0257,J022,0.4521,2.457,-0.8,4,0.0,0.1149
L006668,S0137,J042,0.73,2.874,0.63,4,1.2,0.0885
L006669,S0251,J036,0.8075,4.005,1.27,4,1.5,0.0702
L006670,S0025,J029,0.7682,4.062,0.82,7,1.9,0.0841
L006671,S0284,J008,0.2425,1.901,-1.75,3,0.0,0.1022
L006672,S0043,J019,0.569,2.677,0.05,4,1.9,0.0532
L006673,S0121,J015,0.475,2.286,-0.63,3,2.1,0.0313
L006674,S0265,J023,0.86,4.4,1.9,6,2.2,0.0
L006675,S0185,J023,0.7796,3.61,1.09,5,1.7,0.0394
